#   M	    K	    N	     v33
 3072	 1792	 3072	0.093558
 3072	 1792	 3328	0.099560
 3072	 1792	 3584	0.105959
 3072	 1792	 3840	0.110080
 3072	 1792	 4096	0.106886
 3328	 1792	  256	0.015092
 3328	 1792	  512	0.020609
 3328	 1792	  768	0.026386
 3328	 1792	 1024	0.032347
 3328	 1792	 1280	0.034838
 3328	 1792	 1536	0.053345
 3328	 1792	 1792	0.057615
 3328	 1792	 2048	0.068155
 3328	 1792	 2304	0.073246
 3328	 1792	 2560	0.073228
 3328	 1792	 2816	0.092880
 3328	 1792	 3072	0.098820
 3328	 1792	 3328	0.103192
 3328	 1792	 3584	0.108990
 3328	 1792	 3840	0.111030
 3328	 1792	 4096	0.134446
 3584	 1792	  256	0.014940
 3584	 1792	  512	0.021293
 3584	 1792	  768	0.027189
 3584	 1792	 1024	0.032759
 3584	 1792	 1280	0.045831
 3584	 1792	 1536	0.053780
 3584	 1792	 1792	0.061000
 3584	 1792	 2048	0.071837
 3584	 1792	 2304	0.076914
 3584	 1792	 2560	0.093064
 3584	 1792	 2816	0.099915
 3584	 1792	 3072	0.101722
 3584	 1792	 3328	0.104127
 3584	 1792	 3584	0.112169
 3584	 1792	 3840	0.137693
 3584	 1792	 4096	0.137218
 3840	 1792	  256	0.015323
 3840	 1792	  512	0.021320
 3840	 1792	  768	0.027002
 3840	 1792	 1024	0.033966
 3840	 1792	 1280	0.048069
 3840	 1792	 1536	0.056764
 3840	 1792	 1792	0.066598
 3840	 1792	 2048	0.077471
 3840	 1792	 2304	0.091334
 3840	 1792	 2560	0.098517
 3840	 1792	 2816	0.101139
 3840	 1792	 3072	0.104098
 3840	 1792	 3328	0.116280
 3840	 1792	 3584	0.136699
 3840	 1792	 3840	0.136077
 3840	 1792	 4096	0.138429
 4096	 1792	  256	0.015229
 4096	 1792	  512	0.020916
 4096	 1792	  768	0.027111
 4096	 1792	 1024	0.034855
 4096	 1792	 1280	0.052883
 4096	 1792	 1536	0.060985
 4096	 1792	 1792	0.068863
 4096	 1792	 2048	0.075287
 4096	 1792	 2304	0.097097
 4096	 1792	 2560	0.102033
 4096	 1792	 2816	0.101373
 4096	 1792	 3072	0.106958
 4096	 1792	 3328	0.137040
 4096	 1792	 3584	0.138999
 4096	 1792	 3840	0.143084
 4096	 1792	 4096	0.140207
  256	 2048	  256	0.010259
  256	 2048	  512	0.009453
  256	 2048	  768	0.011462
  256	 2048	 1024	0.011501
  256	 2048	 1280	0.012048
  256	 2048	 1536	0.012169
  256	 2048	 1792	0.012273
  256	 2048	 2048	0.012086
  256	 2048	 2304	0.015013
  256	 2048	 2560	0.015039
  256	 2048	 2816	0.015016
  256	 2048	 3072	0.015048
  256	 2048	 3328	0.015069
  256	 2048	 3584	0.015182
  256	 2048	 3840	0.015103
  256	 2048	 4096	0.015160
  512	 2048	  256	0.009328
  512	 2048	  512	0.011510
  512	 2048	  768	0.012155
  512	 2048	 1024	0.012146
  512	 2048	 1280	0.015105
  512	 2048	 1536	0.015075
  512	 2048	 1792	0.015322
  512	 2048	 2048	0.015154
  512	 2048	 2304	0.019778
  512	 2048	 2560	0.019638
  512	 2048	 2816	0.019825
  512	 2048	 3072	0.020116
  512	 2048	 3328	0.022946
  512	 2048	 3584	0.022919
  512	 2048	 3840	0.023110
  512	 2048	 4096	0.023235
  768	 2048	  256	0.011560
  768	 2048	  512	0.012183
  768	 2048	  768	0.015365
  768	 2048	 1024	0.015138
  768	 2048	 1280	0.015178
  768	 2048	 1536	0.019708
  768	 2048	 1792	0.019872
  768	 2048	 2048	0.020036
  768	 2048	 2304	0.023184
  768	 2048	 2560	0.023083
  768	 2048	 2816	0.023327
  768	 2048	 3072	0.029248
  768	 2048	 3328	0.029317
  768	 2048	 3584	0.030045
  768	 2048	 3840	0.031223
  768	 2048	 4096	0.032360
 1024	 2048	  256	0.012371
 1024	 2048	  512	0.012321
 1024	 2048	  768	0.015244
 1024	 2048	 1024	0.015242
 1024	 2048	 1280	0.019739
 1024	 2048	 1536	0.019927
 1024	 2048	 1792	0.022906
 1024	 2048	 2048	0.023140
 1024	 2048	 2304	0.029290
 1024	 2048	 2560	0.029458
 1024	 2048	 2816	0.029604
 1024	 2048	 3072	0.031158
 1024	 2048	 3328	0.036983
 1024	 2048	 3584	0.038204
 1024	 2048	 3840	0.040317
 1024	 2048	 4096	0.040405
 1280	 2048	  256	0.012738
 1280	 2048	  512	0.015311
 1280	 2048	  768	0.015432
 1280	 2048	 1024	0.019733
 1280	 2048	 1280	0.023148
 1280	 2048	 1536	0.023152
 1280	 2048	 1792	0.029285
 1280	 2048	 2048	0.029824
 1280	 2048	 2304	0.030376
 1280	 2048	 2560	0.036636
 1280	 2048	 2816	0.036600
 1280	 2048	 3072	0.039084
 1280	 2048	 3328	0.040861
 1280	 2048	 3584	0.054444
 1280	 2048	 3840	0.055275
 1280	 2048	 4096	0.061268
 1536	 2048	  256	0.012602
 1536	 2048	  512	0.015285
 1536	 2048	  768	0.019745
 1536	 2048	 1024	0.020094
 1536	 2048	 1280	0.022771
 1536	 2048	 1536	0.029360
 1536	 2048	 1792	0.029857
 1536	 2048	 2048	0.031143
 1536	 2048	 2304	0.036590
 1536	 2048	 2560	0.037874
 1536	 2048	 2816	0.042367
 1536	 2048	 3072	0.056099
 1536	 2048	 3328	0.059024
 1536	 2048	 3584	0.061147
 1536	 2048	 3840	0.065396
 1536	 2048	 4096	0.068200
 1792	 2048	  256	0.012669
 1792	 2048	  512	0.015244
 1792	 2048	  768	0.019832
 1792	 2048	 1024	0.021858
 1792	 2048	 1280	0.028857
 1792	 2048	 1536	0.029950
 1792	 2048	 1792	0.031069
 1792	 2048	 2048	0.036325
 1792	 2048	 2304	0.038701
 1792	 2048	 2560	0.054253
 1792	 2048	 2816	0.059357
 1792	 2048	 3072	0.063604
 1792	 2048	 3328	0.066330
 1792	 2048	 3584	0.069497
 1792	 2048	 3840	0.075823
 1792	 2048	 4096	0.075212
 2048	 2048	  256	0.012564
 2048	 2048	  512	0.015272
 2048	 2048	  768	0.019982
 2048	 2048	 1024	0.023365
 2048	 2048	 1280	0.029306
 2048	 2048	 1536	0.030989
 2048	 2048	 1792	0.037164
 2048	 2048	 2048	0.038767
 2048	 2048	 2304	0.053711
 2048	 2048	 2560	0.063565
 2048	 2048	 2816	0.064639
 2048	 2048	 3072	0.068173
 2048	 2048	 3328	0.076183
 2048	 2048	 3584	0.076695
 2048	 2048	 3840	0.081708
 2048	 2048	 4096	0.077612
 2304	 2048	  256	0.015757
 2304	 2048	  512	0.019791
 2304	 2048	  768	0.022937
 2304	 2048	 1024	0.028914
 2304	 2048	 1280	0.029853
 2304	 2048	 1536	0.036669
 2304	 2048	 1792	0.037892
 2304	 2048	 2048	0.053714
 2304	 2048	 2304	0.063391
 2304	 2048	 2560	0.067292
 2304	 2048	 2816	0.072466
 2304	 2048	 3072	0.076811
 2304	 2048	 3328	0.077882
 2304	 2048	 3584	0.078787
 2304	 2048	 3840	0.103179
 2304	 2048	 4096	0.107718
 2560	 2048	  256	0.016711
 2560	 2048	  512	0.020019
 2560	 2048	  768	0.023271
 2560	 2048	 1024	0.029249
 2560	 2048	 1280	0.035976
 2560	 2048	 1536	0.037453
 2560	 2048	 1792	0.052254
 2560	 2048	 2048	0.060549
 2560	 2048	 2304	0.067898
 2560	 2048	 2560	0.077854
 2560	 2048	 2816	0.075599
 2560	 2048	 3072	0.076707
 2560	 2048	 3328	0.081232
 2560	 2048	 3584	0.104555
 2560	 2048	 3840	0.116794
 2560	 2048	 4096	0.115131
 2816	 2048	  256	0.015821
 2816	 2048	  512	0.020541
 2816	 2048	  768	0.023255
 2816	 2048	 1024	0.030069
 2816	 2048	 1280	0.037976
 2816	 2048	 1536	0.039694
 2816	 2048	 1792	0.055255
 2816	 2048	 2048	0.063869
 2816	 2048	 2304	0.076265
 2816	 2048	 2560	0.079722
 2816	 2048	 2816	0.078853
 2816	 2048	 3072	0.082504
 2816	 2048	 3328	0.104355
 2816	 2048	 3584	0.113557
 2816	 2048	 3840	0.120341
 2816	 2048	 4096	0.113962
 3072	 2048	  256	0.015527
 3072	 2048	  512	0.020094
 3072	 2048	  768	0.029053
 3072	 2048	 1024	0.030432
 3072	 2048	 1280	0.038111
 3072	 2048	 1536	0.052629
 3072	 2048	 1792	0.063693
 3072	 2048	 2048	0.072013
 3072	 2048	 2304	0.079881
 3072	 2048	 2560	0.077011
 3072	 2048	 2816	0.080772
 3072	 2048	 3072	0.105374
 3072	 2048	 3328	0.115608
 3072	 2048	 3584	0.124029
 3072	 2048	 3840	0.119852
 3072	 2048	 4096	0.113110
 3328	 2048	  256	0.015384
 3328	 2048	  512	0.023011
 3328	 2048	  768	0.029257
 3328	 2048	 1024	0.036341
 3328	 2048	 1280	0.040026
 3328	 2048	 1536	0.058837
 3328	 2048	 1792	0.065480
 3328	 2048	 2048	0.075993
 3328	 2048	 2304	0.082509
 3328	 2048	 2560	0.081300
 3328	 2048	 2816	0.106251
 3328	 2048	 3072	0.113894
 3328	 2048	 3328	0.116906
 3328	 2048	 3584	0.121590
 3328	 2048	 3840	0.123360
 3328	 2048	 4096	0.155317
 3584	 2048	  256	0.016717
 3584	 2048	  512	0.023957
 3584	 2048	  768	0.029723
 3584	 2048	 1024	0.036942
 3584	 2048	 1280	0.051942
 3584	 2048	 1536	0.062299
 3584	 2048	 1792	0.069838
 3584	 2048	 2048	0.080356
 3584	 2048	 2304	0.085672
 3584	 2048	 2560	0.103422
 3584	 2048	 2816	0.111741
 3584	 2048	 3072	0.115741
 3584	 2048	 3328	0.120414
 3584	 2048	 3584	0.127616
 3584	 2048	 3840	0.156468
 3584	 2048	 4096	0.149286
 3840	 2048	  256	0.015909
 3840	 2048	  512	0.023706
 3840	 2048	  768	0.030417
 3840	 2048	 1024	0.037421
 3840	 2048	 1280	0.054238
 3840	 2048	 1536	0.066775
 3840	 2048	 1792	0.075833
 3840	 2048	 2048	0.084820
 3840	 2048	 2304	0.101760
 3840	 2048	 2560	0.112510
 3840	 2048	 2816	0.113806
 3840	 2048	 3072	0.117394
 3840	 2048	 3328	0.127785
 3840	 2048	 3584	0.157683
 3840	 2048	 3840	0.156433
 3840	 2048	 4096	0.152006
 4096	 2048	  256	0.015881
 4096	 2048	  512	0.023236
 4096	 2048	  768	0.030828
 4096	 2048	 1024	0.040409
 4096	 2048	 1280	0.063432
 4096	 2048	 1536	0.069997
 4096	 2048	 1792	0.078468
 4096	 2048	 2048	0.082804
 4096	 2048	 2304	0.105269
 4096	 2048	 2560	0.116172
 4096	 2048	 2816	0.117655
 4096	 2048	 3072	0.122556
 4096	 2048	 3328	0.157426
 4096	 2048	 3584	0.155295
 4096	 2048	 3840	0.158958
 4096	 2048	 4096	0.157860
  256	 2304	  256	0.010172
  256	 2304	  512	0.010137
  256	 2304	  768	0.012562
  256	 2304	 1024	0.012563
  256	 2304	 1280	0.012972
  256	 2304	 1536	0.013033
  256	 2304	 1792	0.013206
  256	 2304	 2048	0.012986
  256	 2304	 2304	0.016822
  256	 2304	 2560	0.016730
  256	 2304	 2816	0.016728
  256	 2304	 3072	0.016793
  256	 2304	 3328	0.016799
  256	 2304	 3584	0.017082
  256	 2304	 3840	0.016811
  256	 2304	 4096	0.016798
  512	 2304	  256	0.010076
  512	 2304	  512	0.012534
  512	 2304	  768	0.013099
  512	 2304	 1024	0.013065
  512	 2304	 1280	0.016760
  512	 2304	 1536	0.016783
  512	 2304	 1792	0.017148
  512	 2304	 2048	0.016922
  512	 2304	 2304	0.021862
  512	 2304	 2560	0.021697
  512	 2304	 2816	0.021908
  512	 2304	 3072	0.022161
  512	 2304	 3328	0.025529
  512	 2304	 3584	0.025657
  512	 2304	 3840	0.025625
  512	 2304	 4096	0.025473
  768	 2304	  256	0.012681
  768	 2304	  512	0.013039
  768	 2304	  768	0.016743
  768	 2304	 1024	0.016648
  768	 2304	 1280	0.016882
  768	 2304	 1536	0.021703
  768	 2304	 1792	0.021976
  768	 2304	 2048	0.021948
  768	 2304	 2304	0.024483
  768	 2304	 2560	0.025435
  768	 2304	 2816	0.025793
  768	 2304	 3072	0.032383
  768	 2304	 3328	0.032864
  768	 2304	 3584	0.033748
  768	 2304	 3840	0.036457
  768	 2304	 4096	0.036596
 1024	 2304	  256	0.013770
 1024	 2304	  512	0.013525
 1024	 2304	  768	0.016783
 1024	 2304	 1024	0.016931
 1024	 2304	 1280	0.021795
 1024	 2304	 1536	0.022074
 1024	 2304	 1792	0.025754
 1024	 2304	 2048	0.026138
 1024	 2304	 2304	0.032523
 1024	 2304	 2560	0.032844
 1024	 2304	 2816	0.033951
 1024	 2304	 3072	0.036532
 1024	 2304	 3328	0.042804
 1024	 2304	 3584	0.042613
 1024	 2304	 3840	0.042945
 1024	 2304	 4096	0.044110
 1280	 2304	  256	0.013985
 1280	 2304	  512	0.017746
 1280	 2304	  768	0.017033
 1280	 2304	 1024	0.021853
 1280	 2304	 1280	0.025525
 1280	 2304	 1536	0.025907
 1280	 2304	 1792	0.032522
 1280	 2304	 2048	0.033306
 1280	 2304	 2304	0.034190
 1280	 2304	 2560	0.039710
 1280	 2304	 2816	0.041398
 1280	 2304	 3072	0.044959
 1280	 2304	 3328	0.045962
 1280	 2304	 3584	0.060842
 1280	 2304	 3840	0.061108
 1280	 2304	 4096	0.069063
 1536	 2304	  256	0.013886
 1536	 2304	  512	0.016913
 1536	 2304	  768	0.021701
 1536	 2304	 1024	0.022054
 1536	 2304	 1280	0.024701
 1536	 2304	 1536	0.032917
 1536	 2304	 1792	0.033306
 1536	 2304	 2048	0.034667
 1536	 2304	 2304	0.041132
 1536	 2304	 2560	0.043702
 1536	 2304	 2816	0.046329
 1536	 2304	 3072	0.061735
 1536	 2304	 3328	0.065188
 1536	 2304	 3584	0.068689
 1536	 2304	 3840	0.073462
 1536	 2304	 4096	0.078482
 1792	 2304	  256	0.014269
 1792	 2304	  512	0.016970
 1792	 2304	  768	0.021986
 1792	 2304	 1024	0.024703
 1792	 2304	 1280	0.032212
 1792	 2304	 1536	0.033322
 1792	 2304	 1792	0.034755
 1792	 2304	 2048	0.041802
 1792	 2304	 2304	0.043082
 1792	 2304	 2560	0.063293
 1792	 2304	 2816	0.065144
 1792	 2304	 3072	0.069178
 1792	 2304	 3328	0.072593
 1792	 2304	 3584	0.077975
 1792	 2304	 3840	0.087651
 1792	 2304	 4096	0.088508
 2048	 2304	  256	0.014391
 2048	 2304	  512	0.016954
 2048	 2304	  768	0.022334
 2048	 2304	 1024	0.025578
 2048	 2304	 1280	0.033025
 2048	 2304	 1536	0.034776
 2048	 2304	 1792	0.040758
 2048	 2304	 2048	0.043607
 2048	 2304	 2304	0.061747
 2048	 2304	 2560	0.071524
 2048	 2304	 2816	0.072310
 2048	 2304	 3072	0.076274
 2048	 2304	 3328	0.083327
 2048	 2304	 3584	0.086108
 2048	 2304	 3840	0.093062
 2048	 2304	 4096	0.093481
 2304	 2304	  256	0.019055
 2304	 2304	  512	0.021724
 2304	 2304	  768	0.025221
 2304	 2304	 1024	0.031982
 2304	 2304	 1280	0.033747
 2304	 2304	 1536	0.040717
 2304	 2304	 1792	0.043549
 2304	 2304	 2048	0.062643
 2304	 2304	 2304	0.075228
 2304	 2304	 2560	0.075357
 2304	 2304	 2816	0.078449
 2304	 2304	 3072	0.083130
 2304	 2304	 3328	0.086621
 2304	 2304	 3584	0.091157
 2304	 2304	 3840	0.120005
 2304	 2304	 4096	0.117786
 2560	 2304	  256	0.017558
 2560	 2304	  512	0.021834
 2560	 2304	  768	0.024980
 2560	 2304	 1024	0.032538
 2560	 2304	 1280	0.039931
 2560	 2304	 1536	0.042743
 2560	 2304	 1792	0.059939
 2560	 2304	 2048	0.070748
 2560	 2304	 2304	0.076038
 2560	 2304	 2560	0.083889
 2560	 2304	 2816	0.085882
 2560	 2304	 3072	0.086764
 2560	 2304	 3328	0.092403
 2560	 2304	 3584	0.118732
 2560	 2304	 3840	0.128333
 2560	 2304	 4096	0.127423
 2816	 2304	  256	0.018504
 2816	 2304	  512	0.022154
 2816	 2304	  768	0.025438
 2816	 2304	 1024	0.033562
 2816	 2304	 1280	0.041287
 2816	 2304	 1536	0.044270
 2816	 2304	 1792	0.065457
 2816	 2304	 2048	0.078067
 2816	 2304	 2304	0.080619
 2816	 2304	 2560	0.084844
 2816	 2304	 2816	0.086538
 2816	 2304	 3072	0.090806
 2816	 2304	 3328	0.120036
 2816	 2304	 3584	0.133331
 2816	 2304	 3840	0.131011
 2816	 2304	 4096	0.131814
 3072	 2304	  256	0.018363
 3072	 2304	  512	0.022482
 3072	 2304	  768	0.032604
 3072	 2304	 1024	0.034247
 3072	 2304	 1280	0.044359
 3072	 2304	 1536	0.060232
 3072	 2304	 1792	0.068692
 3072	 2304	 2048	0.082202
 3072	 2304	 2304	0.086773
 3072	 2304	 2560	0.087751
 3072	 2304	 2816	0.092167
 3072	 2304	 3072	0.117342
 3072	 2304	 3328	0.132127
 3072	 2304	 3584	0.134087
 3072	 2304	 3840	0.128013
 3072	 2304	 4096	0.136037
 3328	 2304	  256	0.017558
 3328	 2304	  512	0.025244
 3328	 2304	  768	0.032616
 3328	 2304	 1024	0.040727
 3328	 2304	 1280	0.045103
 3328	 2304	 1536	0.067778
 3328	 2304	 1792	0.073939
 3328	 2304	 2048	0.088032
 3328	 2304	 2304	0.088150
 3328	 2304	 2560	0.090061
 3328	 2304	 2816	0.118416
 3328	 2304	 3072	0.127788
 3328	 2304	 3328	0.134145
 3328	 2304	 3584	0.135134
 3328	 2304	 3840	0.142251
 3328	 2304	 4096	0.170134
 3584	 2304	  256	0.017858
 3584	 2304	  512	0.026095
 3584	 2304	  768	0.033837
 3584	 2304	 1024	0.040981
 3584	 2304	 1280	0.059842
 3584	 2304	 1536	0.069222
 3584	 2304	 1792	0.078060
 3584	 2304	 2048	0.092190
 3584	 2304	 2304	0.092082
 3584	 2304	 2560	0.114921
 3584	 2304	 2816	0.126741
 3584	 2304	 3072	0.127985
 3584	 2304	 3328	0.137764
 3584	 2304	 3584	0.139797
 3584	 2304	 3840	0.171624
 3584	 2304	 4096	0.174112
 3840	 2304	  256	0.018108
 3840	 2304	  512	0.026219
 3840	 2304	  768	0.034130
 3840	 2304	 1024	0.042725
 3840	 2304	 1280	0.061504
 3840	 2304	 1536	0.073829
 3840	 2304	 1792	0.087461
 3840	 2304	 2048	0.093286
 3840	 2304	 2304	0.112699
 3840	 2304	 2560	0.126225
 3840	 2304	 2816	0.128750
 3840	 2304	 3072	0.133706
 3840	 2304	 3328	0.141138
 3840	 2304	 3584	0.174445
 3840	 2304	 3840	0.174119
 3840	 2304	 4096	0.176886
 4096	 2304	  256	0.019195
 4096	 2304	  512	0.025931
 4096	 2304	  768	0.036537
 4096	 2304	 1024	0.044828
 4096	 2304	 1280	0.066526
 4096	 2304	 1536	0.077119
 4096	 2304	 1792	0.088336
 4096	 2304	 2048	0.098284
 4096	 2304	 2304	0.119078
 4096	 2304	 2560	0.127186
 4096	 2304	 2816	0.130574
 4096	 2304	 3072	0.141740
 4096	 2304	 3328	0.176579
 4096	 2304	 3584	0.175155
 4096	 2304	 3840	0.177552
 4096	 2304	 4096	0.181825
  256	 2560	  256	0.011499
  256	 2560	  512	0.010899
  256	 2560	  768	0.013510
  256	 2560	 1024	0.013560
  256	 2560	 1280	0.013923
  256	 2560	 1536	0.014071
  256	 2560	 1792	0.014226
  256	 2560	 2048	0.013972
  256	 2560	 2304	0.018031
  256	 2560	 2560	0.017982
  256	 2560	 2816	0.018025
  256	 2560	 3072	0.018157
  256	 2560	 3328	0.018058
  256	 2560	 3584	0.018432
  256	 2560	 3840	0.018140
  256	 2560	 4096	0.017998
  512	 2560	  256	0.010887
  512	 2560	  512	0.013564
  512	 2560	  768	0.014113
  512	 2560	 1024	0.014007
  512	 2560	 1280	0.018035
  512	 2560	 1536	0.018101
  512	 2560	 1792	0.018402
  512	 2560	 2048	0.017981
  512	 2560	 2304	0.023613
  512	 2560	 2560	0.023623
  512	 2560	 2816	0.023797
  512	 2560	 3072	0.024231
  512	 2560	 3328	0.027783
  512	 2560	 3584	0.027857
  512	 2560	 3840	0.027896
  512	 2560	 4096	0.028351
  768	 2560	  256	0.013627
  768	 2560	  512	0.013999
  768	 2560	  768	0.018202
  768	 2560	 1024	0.017940
  768	 2560	 1280	0.018168
  768	 2560	 1536	0.023573
  768	 2560	 1792	0.023897
  768	 2560	 2048	0.023927
  768	 2560	 2304	0.026904
  768	 2560	 2560	0.027771
  768	 2560	 2816	0.028235
  768	 2560	 3072	0.035350
  768	 2560	 3328	0.037306
  768	 2560	 3584	0.039640
  768	 2560	 3840	0.040553
  768	 2560	 4096	0.040165
 1024	 2560	  256	0.014397
 1024	 2560	  512	0.014156
 1024	 2560	  768	0.018189
 1024	 2560	 1024	0.018097
 1024	 2560	 1280	0.023885
 1024	 2560	 1536	0.024254
 1024	 2560	 1792	0.027041
 1024	 2560	 2048	0.025781
 1024	 2560	 2304	0.035667
 1024	 2560	 2560	0.035980
 1024	 2560	 2816	0.037666
 1024	 2560	 3072	0.041171
 1024	 2560	 3328	0.047937
 1024	 2560	 3584	0.046967
 1024	 2560	 3840	0.048507
 1024	 2560	 4096	0.049266
 1280	 2560	  256	0.014512
 1280	 2560	  512	0.018052
 1280	 2560	  768	0.018299
 1280	 2560	 1024	0.023572
 1280	 2560	 1280	0.027581
 1280	 2560	 1536	0.028181
 1280	 2560	 1792	0.035433
 1280	 2560	 2048	0.036518
 1280	 2560	 2304	0.037186
 1280	 2560	 2560	0.044867
 1280	 2560	 2816	0.049594
 1280	 2560	 3072	0.049762
 1280	 2560	 3328	0.051050
 1280	 2560	 3584	0.065599
 1280	 2560	 3840	0.068188
 1280	 2560	 4096	0.074785
 1536	 2560	  256	0.014214
 1536	 2560	  512	0.017966
 1536	 2560	  768	0.023694
 1536	 2560	 1024	0.024291
 1536	 2560	 1280	0.027880
 1536	 2560	 1536	0.035773
 1536	 2560	 1792	0.036832
 1536	 2560	 2048	0.038432
 1536	 2560	 2304	0.045899
 1536	 2560	 2560	0.050824
 1536	 2560	 2816	0.051158
 1536	 2560	 3072	0.065974
 1536	 2560	 3328	0.072299
 1536	 2560	 3584	0.076458
 1536	 2560	 3840	0.081425
 1536	 2560	 4096	0.088079
 1792	 2560	  256	0.016709
 1792	 2560	  512	0.018232
 1792	 2560	  768	0.024004
 1792	 2560	 1024	0.027888
 1792	 2560	 1280	0.035231
 1792	 2560	 1536	0.036857
 1792	 2560	 1792	0.038362
 1792	 2560	 2048	0.044849
 1792	 2560	 2304	0.051856
 1792	 2560	 2560	0.067818
 1792	 2560	 2816	0.073459
 1792	 2560	 3072	0.076125
 1792	 2560	 3328	0.081630
 1792	 2560	 3584	0.086535
 1792	 2560	 3840	0.096220
 1792	 2560	 4096	0.101738
 2048	 2560	  256	0.014521
 2048	 2560	  512	0.018553
 2048	 2560	  768	0.024436
 2048	 2560	 1024	0.028369
 2048	 2560	 1280	0.036083
 2048	 2560	 1536	0.038425
 2048	 2560	 1792	0.046089
 2048	 2560	 2048	0.050293
 2048	 2560	 2304	0.071751
 2048	 2560	 2560	0.077218
 2048	 2560	 2816	0.077921
 2048	 2560	 3072	0.084322
 2048	 2560	 3328	0.093412
 2048	 2560	 3584	0.097495
 2048	 2560	 3840	0.103020
 2048	 2560	 4096	0.102820
 2304	 2560	  256	0.019123
 2304	 2560	  512	0.023604
 2304	 2560	  768	0.027496
 2304	 2560	 1024	0.034916
 2304	 2560	 1280	0.037137
 2304	 2560	 1536	0.045647
 2304	 2560	 1792	0.049132
 2304	 2560	 2048	0.071225
 2304	 2560	 2304	0.081105
 2304	 2560	 2560	0.081275
 2304	 2560	 2816	0.086834
 2304	 2560	 3072	0.092657
 2304	 2560	 3328	0.092702
 2304	 2560	 3584	0.107899
 2304	 2560	 3840	0.127125
 2304	 2560	 4096	0.131043
 2560	 2560	  256	0.018736
 2560	 2560	  512	0.023836
 2560	 2560	  768	0.027894
 2560	 2560	 1024	0.036484
 2560	 2560	 1280	0.044425
 2560	 2560	 1536	0.049781
 2560	 2560	 1792	0.065395
 2560	 2560	 2048	0.078686
 2560	 2560	 2304	0.082800
 2560	 2560	 2560	0.091404
 2560	 2560	 2816	0.094173
 2560	 2560	 3072	0.098657
 2560	 2560	 3328	0.096791
 2560	 2560	 3584	0.129882
 2560	 2560	 3840	0.142177
 2560	 2560	 4096	0.140956
 2816	 2560	  256	0.019194
 2816	 2560	  512	0.024676
 2816	 2560	  768	0.028473
 2816	 2560	 1024	0.037005
 2816	 2560	 1280	0.046186
 2816	 2560	 1536	0.048951
 2816	 2560	 1792	0.073992
 2816	 2560	 2048	0.086359
 2816	 2560	 2304	0.089936
 2816	 2560	 2560	0.094818
 2816	 2560	 2816	0.095728
 2816	 2560	 3072	0.096025
 2816	 2560	 3328	0.135269
 2816	 2560	 3584	0.151444
 2816	 2560	 3840	0.142562
 2816	 2560	 4096	0.144893
 3072	 2560	  256	0.019496
 3072	 2560	  512	0.024355
 3072	 2560	  768	0.035597
 3072	 2560	 1024	0.039805
 3072	 2560	 1280	0.049361
 3072	 2560	 1536	0.068175
 3072	 2560	 1792	0.076731
 3072	 2560	 2048	0.084225
 3072	 2560	 2304	0.093251
 3072	 2560	 2560	0.101790
 3072	 2560	 2816	0.095689
 3072	 2560	 3072	0.131709
 3072	 2560	 3328	0.146481
 3072	 2560	 3584	0.142321
 3072	 2560	 3840	0.139743
 3072	 2560	 4096	0.141406
 3328	 2560	  256	0.018347
 3328	 2560	  512	0.027689
 3328	 2560	  768	0.036865
 3328	 2560	 1024	0.046237
 3328	 2560	 1280	0.052937
 3328	 2560	 1536	0.073552
 3328	 2560	 1792	0.081377
 3328	 2560	 2048	0.097072
 3328	 2560	 2304	0.096862
 3328	 2560	 2560	0.100599
 3328	 2560	 2816	0.132156
 3328	 2560	 3072	0.140822
 3328	 2560	 3328	0.147422
 3328	 2560	 3584	0.149353
 3328	 2560	 3840	0.150856
 3328	 2560	 4096	0.192764
 3584	 2560	  256	0.019460
 3584	 2560	  512	0.028656
 3584	 2560	  768	0.037065
 3584	 2560	 1024	0.046378
 3584	 2560	 1280	0.065493
 3584	 2560	 1536	0.076518
 3584	 2560	 1792	0.091731
 3584	 2560	 2048	0.100213
 3584	 2560	 2304	0.099221
 3584	 2560	 2560	0.127327
 3584	 2560	 2816	0.139937
 3584	 2560	 3072	0.147463
 3584	 2560	 3328	0.143636
 3584	 2560	 3584	0.150300
 3584	 2560	 3840	0.190040
 3584	 2560	 4096	0.192122
 3840	 2560	  256	0.019787
 3840	 2560	  512	0.028289
 3840	 2560	  768	0.038627
 3840	 2560	 1024	0.048833
 3840	 2560	 1280	0.069340
 3840	 2560	 1536	0.081506
 3840	 2560	 1792	0.096288
 3840	 2560	 2048	0.102323
 3840	 2560	 2304	0.125086
 3840	 2560	 2560	0.139626
 3840	 2560	 2816	0.141680
 3840	 2560	 3072	0.140289
 3840	 2560	 3328	0.144885
 3840	 2560	 3584	0.193217
 3840	 2560	 3840	0.194312
 3840	 2560	 4096	0.198165
 4096	 2560	  256	0.019595
 4096	 2560	  512	0.028704
 4096	 2560	  768	0.040151
 4096	 2560	 1024	0.050349
 4096	 2560	 1280	0.075320
 4096	 2560	 1536	0.085014
 4096	 2560	 1792	0.100022
 4096	 2560	 2048	0.098036
 4096	 2560	 2304	0.130798
 4096	 2560	 2560	0.143787
 4096	 2560	 2816	0.145340
 4096	 2560	 3072	0.158907
 4096	 2560	 3328	0.189619
 4096	 2560	 3584	0.191534
 4096	 2560	 3840	0.196554
 4096	 2560	 4096	0.200623
  256	 2816	  256	0.012265
  256	 2816	  512	0.011641
  256	 2816	  768	0.014503
